SOA,nFrames,MaskOnsetTime,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,WarEsEinFehler_Training.thisRepN,WarEsEinFehler_Training.thisTrialN,WarEsEinFehler_Training.thisN,WarEsEinFehler_Training.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WarEsEinFehler.thisRepN,WarEsEinFehler.thisTrialN,WarEsEinFehler.thisN,WarEsEinFehler.thisIndex,key_resp_4.keys,key_resp_4.rt,Orientrierung,expectedAnswer,SenktOderWaag.keys,SenktOderWaag.corr,SenktOderWaag.rt,Rating1,Rating1RT,key_resp_3.keys,key_resp_3.rt,participant,gender,age,handedness,frameRate,expName,date,
0.017,2,1.017,8,3,43,3,,,,,,,,,,,,,,,,,,,0,a,a,1,1.67517871877,-0.765651941711,0.907653628848,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,8,4,44,4,,,,,,,,,,,,,,,,,,,90,s,s,1,2.57500862957,-0.585961699855,0.782915563643,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,9,0,45,0,,,,,,,,,,,,,,,,,,,90,s,s,1,1.09192130856,1.0,0.924243260272,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,9,1,46,1,,,,,,,,,,,,,,,,,,,90,s,s,1,5.40822144831,0.222217135882,2.14095941599,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,9,2,47,2,,,,,,,,,,,,,,,,,,,90,s,a,0,1.60015244509,-0.742214084077,1.65765170404,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,9,3,48,3,,,,,,,,,,,,,,,,,,,0,a,s,0,4.09169867201,-0.859403372244,0.957654462933,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,9,4,49,4,,,,,,,,,,,,,,,,,,,0,a,s,0,1.90838377409,-0.656275272755,0.791050459581,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,10,0,50,0,,,,,,,,,,,,,,,,,,,90,s,s,1,0.691811337654,1.0,1.59096339393,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,10,1,51,1,,,,,,,,,,,,,,,,,,,0,a,s,0,1.03351321768,1.0,0.932695750144,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,10,2,52,2,,,,,,,,,,,,,,,,,,,0,a,a,1,1.80837729389,0.396810864424,1.4827251356,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,10,3,53,3,,,,,,,,,,,,,,,,,,,0,a,a,1,2.35001899148,-1.0,1.32441033393,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,10,4,54,4,,,,,,,,,,,,,,,,,,,90,s,s,1,1.59180774467,-1.0,0.899349028676,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,11,0,55,0,,,,,,,,,,,,,,,,,,,0,a,a,1,1.13344238461,0.849179827573,2.1160180265,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,11,1,56,1,,,,,,,,,,,,,,,,,,,0,a,a,1,1.55009771628,0.682520790417,0.924393395586,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,11,2,57,2,,,,,,,,,,,,,,,,,,,0,a,s,0,3.22496589875,-0.90627908751,0.957751986726,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,11,3,58,3,,,,,,,,,,,,,,,,,,,90,s,s,1,2.77499143459,-0.898466468299,0.932763439356,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,11,4,59,4,,,,,,,,,,,,,,,,,,,90,s,a,0,8.35796942629,-0.921904325933,2.39097930571,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.35827322574,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,a,a,1,1.37517275185,1.0,0.807551549666,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,0,a,a,1,1.58340209189,0.53966582742,0.682809634838,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,0,2,2,4,,,,,,,0,a,s,0,1.7417733547,-0.812527656977,0.707678523079,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,0,a,a,1,1.36680848252,1.0,0.766004809463,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,0,4,4,0,,,,,,,0,a,a,1,0.941824811336,1.0,0.707755194746,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,1,0,5,4,,,,,,,90,s,s,1,1.00849515653,-0.859403372244,0.866003590415,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,1,1,6,3,,,,,,,0,a,s,0,1.56681021485,-0.632837415122,0.657771042362,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,1,2,7,1,,,,,,,0,a,a,1,1.35846474451,0.920622568093,0.974375623158,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,1,3,8,2,,,,,,,0,a,s,0,2.26673527551,0.555535210193,1.56601911723,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,1,4,9,1,,,,,,,90,s,s,1,0.816786154701,1.0,1.25772587345,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,2,0,10,2,,,,,,,0,a,a,1,1.53345258611,-1.0,0.857689686987,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,2,1,11,4,,,,,,,90,s,s,1,4.51653317028,-1.0,0.824524218623,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,2,2,12,4,,,,,,,0,a,a,1,1.41683594316,-1.0,0.791027682642,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,2,3,13,0,,,,,,,0,a,a,1,1.20021185761,1.0,3.65743644592,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,2,4,14,2,,,,,,,90,s,s,1,1.3084934242,1.0,1.74103101898,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,3,0,15,3,,,,,,,90,s,a,0,1.60010239998,-1.0,0.840983925256,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,3,1,16,2,,,,,,,0,a,a,1,1.26680136071,0.690455481804,1.79096961749,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,3,2,17,0,,,,,,,90,s,s,1,0.950049852624,1.0,0.774473660235,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,3,3,18,3,,,,,,,90,s,s,1,2.00012126314,-1.0,0.816030345298,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,3,4,19,4,,,,,,,0,a,s,0,2.02515889321,-0.4765850309,2.28226112766,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,4,0,20,4,,,,,,,0,a,a,1,1.30853801567,-1.0,1.15755835067,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,4,1,21,2,,,,,,,90,s,s,1,1.4334935846,-1.0,0.832704347636,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,4,2,22,0,,,,,,,90,s,a,0,0.80025619244,1.0,0.724155553018,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,4,3,23,3,,,,,,,0,a,a,1,2.75008020049,-1.0,1.0743403991,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,4,4,24,4,,,,,,,0,a,a,1,1.22515228469,-1.0,1.04098918641,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,5,0,25,0,,,,,,,0,a,a,1,1.15850503723,1.0,0.866008081643,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,5,1,26,2,,,,,,,0,a,s,0,1.0585091435,1.0,0.732724814801,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,5,2,27,1,,,,,,,90,s,s,1,2.10835952147,1.0,1.21612844654,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,5,3,28,1,,,,,,,0,a,a,1,1.37507811528,-1.0,0.757782334591,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,5,4,29,3,,,,,,,0,a,s,0,1.36674849255,-1.0,0.791143492147,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,6,0,30,1,,,,,,,90,s,s,1,1.22511539246,1.0,0.724411552977,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,6,1,31,2,,,,,,,90,s,a,0,4.89991748974,-1.0,1.84930231991,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,6,2,32,4,,,,,,,0,a,s,0,1.20014673481,-1.0,1.91595020897,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,6,3,33,0,,,,,,,0,a,a,1,1.74175154017,1.0,1.10772625841,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,6,4,34,3,,,,,,,90,s,s,1,1.20843112446,-1.0,1.56605889667,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,7,0,35,1,,,,,,,0,a,a,1,3.04996714988,0.47618829633,2.67427373646,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,7,1,36,4,,,,,,,90,s,s,1,0.991789715603,-1.0,1.01607442349,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,7,2,37,4,,,,,,,0,a,s,0,1.30843920867,-1.0,0.79108318138,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,7,3,38,4,,,,,,,90,s,s,1,0.958434332482,-1.0,1.44944000811,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,7,4,39,3,,,,,,,90,s,a,0,1.25004427067,-1.0,1.29942659859,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,8,0,40,0,,,,,,,90,s,s,1,0.925168132304,1.0,1.03271025039,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,8,1,41,2,,,,,,,90,s,a,0,5.2915948605,-1.0,2.45756463839,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,8,2,42,2,,,,,,,0,a,a,1,3.39159428305,0.222217135882,1.19110396935,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,8,3,43,1,,,,,,,90,s,s,1,1.24175506899,1.0,0.866084111706,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,8,4,44,1,,,,,,,0,a,a,1,1.33334081871,1.0,0.816146154804,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,9,0,45,2,,,,,,,90,s,s,1,1.29173825897,-1.0,0.924450177532,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,9,1,46,3,,,,,,,90,s,s,1,1.00841303123,-1.0,0.732803090478,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,9,2,47,4,,,,,,,90,s,a,0,1.17510557592,-1.0,1.03273783936,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,9,3,48,3,,,,,,,90,s,a,0,2.33346240265,-1.0,1.04097988315,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.033,4,1.033,,,,,,,,,0,0,0,0,9,4,49,2,,,,,,,90,s,s,1,1.17514728018,-1.0,0.841060596923,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,10,0,50,0,,,,,,,0,a,a,1,1.35011362805,1.0,1.06606050068,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,10,1,51,3,,,,,,,0,a,s,0,2.16671211361,1.0,1.06607429517,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,10,2,52,1,,,,,,,90,s,s,1,1.45008931126,1.0,0.799419861747,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.067,8,1.067,,,,,,,,,0,0,0,0,10,3,53,1,,,,,,,90,s,a,0,0.950112088203,0.214282444495,1.99096589619,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,10,4,54,0,,,,,,,0,a,a,1,1.59177181485,1.0,1.08272616217,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,11,0,55,3,,,,,,,90,s,s,1,0.925159149849,-1.0,0.907744736602,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.017,2,1.017,,,,,,,,,0,0,0,0,11,1,56,3,,,,,,,0,a,s,0,1.00845794351,-1.0,0.791103391903,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,11,2,57,0,,,,,,,0,a,a,1,1.38346387834,1.0,6.990638999,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
0.133,16,1.133,,,,,,,,,0,0,0,0,11,3,58,0,,,,,,,90,s,s,1,1.44176097175,1.0,0.741095500175,,,34,f,22,r,120.030804893,MaskierungsExperimentExpra,2017_Jan_20_0919,
