SOA,nFrames,MaskOnsetTime,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,WarEsEinFehler_Training.thisRepN,WarEsEinFehler_Training.thisTrialN,WarEsEinFehler_Training.thisN,WarEsEinFehler_Training.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WarEsEinFehler.thisRepN,WarEsEinFehler.thisTrialN,WarEsEinFehler.thisN,WarEsEinFehler.thisIndex,key_resp_4.keys,key_resp_4.rt,Orientrierung,expectedAnswer,SenktOderWaag.keys,SenktOderWaag.corr,SenktOderWaag.rt,Rating1,Rating1RT,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,gender,age,handedness,frameRate,expName,date,
,,,,,,,,,,,,,,,,,,,,,,,space,10.1284855177,,,,,,,,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.133,16,1.133,0,0,0,0,,,,,,,,,,,,,,,,,,,0,a,a,1,8.68290611013,-0.546898603799,16.6369421888,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.067,8,1.067,0,1,1,1,,,,,,,,,,,,,,,,,,,0,a,s,0,11.566101969,-0.546898603799,6.33238204739,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.033,4,1.033,0,2,2,2,,,,,,,,,,,,,,,,,,,90,s,a,0,3.69997183355,-0.468772411688,4.93244479633,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.017,2,1.017,0,3,3,3,,,,,,,,,,,,,,,,,,,0,a,s,0,3.53331692964,-0.296894789044,2.62427659067,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.0083,1,1.0083,0,4,4,4,,,,,,,,,,,,,,,,,,,90,s,s,1,8.19967188334,-0.453147173266,3.91585899325,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.133,16,1.133,1,0,5,0,,,,,,,,,,,,,,,,,,,0,a,a,1,3.51668140219,-1.0,3.69917913091,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.067,8,1.067,1,1,6,1,,,,,,,,,,,,,,,,,,,90,s,a,0,4.43326284236,-1.0,2.39929692954,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.033,4,1.033,1,2,7,2,,,,,,,,,,,,,,,,,,,0,a,a,1,2.75832610459,-1.0,1.75770567281,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.017,2,1.017,1,3,8,3,,,,,,,,,,,,,,,,,,,0,a,s,0,4.20823698569,-0.929716945144,2.4326844357,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.0083,1,1.0083,1,4,9,4,,,,,,,,,,,,,,,,,,,0,a,a,1,6.41644221195,-0.718776226444,2.46598019238,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.133,16,1.133,2,0,10,0,,,,,,,,,,,,,,,,,,,0,a,a,1,1.91678130005,-0.945342183566,1.85764266723,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.067,8,1.067,2,1,11,1,,,,,,,,,,,,,,,,,,,0,a,a,1,1.6500652512,-1.0,1.78269040262,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.033,4,1.033,2,2,12,2,,,,,,,,,,,,,,,,,,,0,a,a,1,3.69160787429,-0.851590753033,3.14929372151,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.017,2,1.017,2,3,13,3,,,,,,,,,,,,,,,,,,,0,a,s,0,3.68331096272,-0.859403372244,1.50766621412,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.0083,1,1.0083,2,4,14,4,,,,,,,,,,,,,,,,,,,90,s,a,0,3.3833687713,-0.97659266041,1.57431258469,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.133,16,1.133,3,0,15,0,,,,,,,,,,,,,,,,,,,0,a,a,1,1.47508263869,-0.953154802777,1.80771523272,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.067,8,1.067,3,1,16,1,,,,,,,,,,,,,,,,,,,90,s,a,0,1.88338769864,-0.0703288319219,2.3659796791,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.033,4,1.033,3,2,17,2,,,,,,,,,,,,,,,,,,,0,a,a,1,4.17498004609,-0.640650034333,2.35760449175,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.017,2,1.017,3,3,18,3,,,,,,,,,,,,,,,,,,,90,s,s,1,4.95824725137,-0.828152895399,1.98262085267,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.0083,1,1.0083,3,4,19,4,,,,,,,,,,,,,,,,,,,90,s,s,1,2.70836915626,-0.664087891966,1.27436654365,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.133,16,1.133,4,0,20,0,,,,,,,,,,,,,,,,,,,0,a,a,1,2.9250490186,0.349202716106,1.79931021075,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.067,8,1.067,4,1,21,1,,,,,,,,,,,,,,,,,,,90,s,a,0,1.70838647959,0.650782024872,1.34104531526,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.033,4,1.033,4,2,22,2,,,,,,,,,,,,,,,,,,,0,a,a,1,2.91674472858,-1.52590218967e-05,1.55764658102,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.017,2,1.017,4,3,23,3,,,,,,,,,,,,,,,,,,,90,s,s,1,3.41663373096,-0.687525749599,0.807823663922,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.0083,1,1.0083,4,4,24,4,,,,,,,,,,,,,,,,,,,0,a,a,1,4.13330364842,-0.437521934844,0.849361474972,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.133,16,1.133,5,0,25,0,,,,,,,,,,,,,,,,,,,0,a,a,1,1.98336864298,0.841245136187,1.48273473751,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.067,8,1.067,5,1,26,1,,,,,,,,,,,,,,,,,,,90,s,a,0,1.72516380169,0.69839017319,2.11589242085,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.033,4,1.033,5,2,27,2,,,,,,,,,,,,,,,,,,,90,s,a,0,1.99175730403,-1.52590218967e-05,1.5993377356,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.017,2,1.017,5,3,28,3,,,,,,,,,,,,,,,,,,,90,s,s,1,4.36656738903,-0.281269550622,2.4492596523,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.0083,1,1.0083,5,4,29,4,,,,,,,,,,,,,,,,,,,90,s,s,1,7.42478499825,-1.52590218967e-05,1.69935364739,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.133,16,1.133,6,0,30,0,,,,,,,,,,,,,,,,,,,0,a,a,1,1.23352615694,0.222217135882,1.13256484057,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.067,8,1.067,6,1,31,1,,,,,,,,,,,,,,,,,,,0,a,a,1,1.04181947553,0.40474555581,1.05770207983,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
0.033,4,1.033,6,2,32,2,,,,,,,,,,,,,,,,,,,90,s,s,1,2.25017997013,-0.351583123522,2.1992192312,,,,,05,m,20,l,120.300250466,MaskierungsExperimentExpra,2016_Dez_13_1009,
