SOA,nFrames,MaskOnsetTime,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,WarEsEinFehler_Training.thisRepN,WarEsEinFehler_Training.thisTrialN,WarEsEinFehler_Training.thisN,WarEsEinFehler_Training.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WarEsEinFehler.thisRepN,WarEsEinFehler.thisTrialN,WarEsEinFehler.thisN,WarEsEinFehler.thisIndex,key_resp_4.keys,key_resp_4.rt,Orientrierung,expectedAnswer,SenktOderWaag.keys,SenktOderWaag.corr,SenktOderWaag.rt,Rating1,Rating1RT,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,gender,age,handedness,frameRate,expName,date,
,,,,,,,,,,,,,,,,,,,,,,,space,50.5618203604,,,,,,,,,,,,19,f,21,r,119.730555022,MaskierungsExperimentExpra,2016_Dez_20_1652,
0.133,16,1.133,0,0,0,0,,,,,,,,,,,,,,,,,,,0,a,a,1,6.04978851111,-0.804715037766,8.37372950274,,,,,19,f,21,r,119.730555022,MaskierungsExperimentExpra,2016_Dez_20_1652,
0.067,8,1.067,0,1,1,1,,,,,,,,,,,,,,,,,,,0,a,s,0,4.99148013352,-1.0,1.71605438882,,,,,19,f,21,r,119.730555022,MaskierungsExperimentExpra,2016_Dez_20_1652,
0.033,4,1.033,0,2,2,2,,,,,,,,,,,,,,,,,,,90,s,s,1,5.45833275856,-0.734401464866,2.67412232511,,,,,19,f,21,r,119.730555022,MaskierungsExperimentExpra,2016_Dez_20_1652,
0.017,2,1.017,0,3,3,3,,,,,,,,,,,,,,,,,,,90,s,a,0,5.84144380266,-0.632837415122,2.87430069117,,,,,19,f,21,r,119.730555022,MaskierungsExperimentExpra,2016_Dez_20_1652,
0.0083,1,1.0083,0,4,4,4,,,,,,,,,,,,,,,,,,,0,a,s,0,4.14162778276,-0.382833600366,2.38260834695,,,,,19,f,21,r,119.730555022,MaskierungsExperimentExpra,2016_Dez_20_1652,
0.133,16,1.133,1,0,5,0,,,,,,,,,,,,,,,,,,,90,s,s,1,3.64163115118,0.825375753414,2.26598581733,,,,,19,f,21,r,119.730555022,MaskierungsExperimentExpra,2016_Dez_20_1652,
0.067,8,1.067,1,1,6,1,,,,,,,,,,,,,,,,,,,90,s,a,0,4.56660288048,-0.312520027466,2.29094102532,,,,,19,f,21,r,119.730555022,MaskierungsExperimentExpra,2016_Dez_20_1652,
0.033,4,1.033,1,2,7,2,,,,,,,,,,,,,,,,,,,0,a,s,0,3.78327978609,-0.484397650111,2.132615164,,,,,19,f,21,r,119.730555022,MaskierungsExperimentExpra,2016_Dez_20_1652,
0.017,2,1.017,1,3,8,3,,,,,,,,,,,,,,,,,,,90,s,a,0,9.41627879,-1.0,3.92415753316,,,,,19,f,21,r,119.730555022,MaskierungsExperimentExpra,2016_Dez_20_1652,
