SOA,nFrames,MaskOnsetTime,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,WarEsEinFehler_Training.thisRepN,WarEsEinFehler_Training.thisTrialN,WarEsEinFehler_Training.thisN,WarEsEinFehler_Training.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WarEsEinFehler.thisRepN,WarEsEinFehler.thisTrialN,WarEsEinFehler.thisN,WarEsEinFehler.thisIndex,key_resp_4.keys,key_resp_4.rt,Orientrierung,expectedAnswer,SenktOderWaag.keys,SenktOderWaag.corr,SenktOderWaag.rt,Rating1,Rating1RT,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,gender,age,handedness,frameRate,expName,date,
,,,,,,,,,,,,,,,,,,,,,,,space,17.7185923458,,,,,,,,,,,,38,f,21,r,119.97344346,MaskierungsExperimentExpra,2017_Jan_24_1204,
0.133,16,1.133,0,0,0,0,,,,,,,,,,,,,,,,,,,90,s,a,0,2.76674924114,-1.0,2.907356186,,,,,38,f,21,r,119.97344346,MaskierungsExperimentExpra,2017_Jan_24_1204,
0.067,8,1.067,0,1,1,1,,,,,,,,,,,,,,,,,,,90,s,s,1,2.30841983764,-1.0,1.66598079165,,,,,38,f,21,r,119.97344346,MaskierungsExperimentExpra,2017_Jan_24_1204,
0.033,4,1.033,0,2,2,2,,,,,,,,,,,,,,,,,,,90,s,s,1,3.98323680396,-1.0,1.23272977615,,,,,38,f,21,r,119.97344346,MaskierungsExperimentExpra,2017_Jan_24_1204,
0.017,2,1.017,0,3,3,3,,,,,,,,,,,,,,,,,,,0,a,s,0,2.15001703459,-0.890653849088,2.27435930997,,,,,38,f,21,r,119.97344346,MaskierungsExperimentExpra,2017_Jan_24_1204,
0.0083,1,1.0083,0,4,4,4,,,,,,,,,,,,,,,,,,,0,a,a,1,2.99162545963,-0.578149080644,1.0494407456,,,,,38,f,21,r,119.97344346,MaskierungsExperimentExpra,2017_Jan_24_1204,
0.133,16,1.133,1,0,5,0,,,,,,,,,,,,,,,,,,,90,s,s,1,3.50830235988,1.0,1.65765244679,,,,,38,f,21,r,119.97344346,MaskierungsExperimentExpra,2017_Jan_24_1204,
0.067,8,1.067,1,1,6,1,,,,,,,,,,,,,,,,,,,90,s,s,1,1.10843080907,0.793636987869,0.966087682929,,,,,38,f,21,r,119.97344346,MaskierungsExperimentExpra,2017_Jan_24_1204,
0.033,4,1.033,1,2,7,2,,,,,,,,,,,,,,,,,,,0,a,a,1,1.04175015543,-0.648462653544,1.15775991551,,,,,38,f,21,r,119.97344346,MaskierungsExperimentExpra,2017_Jan_24_1204,
0.017,2,1.017,1,3,8,3,,,,,,,,,,,,,,,,,,,0,a,a,1,2.71664090625,-1.0,0.991070792696,,,,,38,f,21,r,119.97344346,MaskierungsExperimentExpra,2017_Jan_24_1204,
