SOA,nFrames,MaskOnsetTime,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,WarEsEinFehler_Training.thisRepN,WarEsEinFehler_Training.thisTrialN,WarEsEinFehler_Training.thisN,WarEsEinFehler_Training.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WarEsEinFehler.thisRepN,WarEsEinFehler.thisTrialN,WarEsEinFehler.thisN,WarEsEinFehler.thisIndex,key_resp_4.keys,key_resp_4.rt,Orientrierung,expectedAnswer,SenktOderWaag.keys,SenktOderWaag.corr,SenktOderWaag.rt,Rating1,Rating1RT,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,gender,age,handedness,frameRate,expName,date,
,,,,,,,,,,,,,,,,,,,,,,,space,138.827307773,,,,,,,,,,,,09,f,19,r,120.327067089,MaskierungsExperimentExpra,2016_Dez_14_1212,
0.133,16,1.133,0,0,0,0,,,,,,,,,,,,,,,,,,,90,s,a,0,7.69135019872,-0.312520027466,8.23206006173,,,,,09,f,19,r,120.327067089,MaskierungsExperimentExpra,2016_Dez_14_1212,
0.067,8,1.067,0,1,1,1,,,,,,,,,,,,,,,,,,,0,a,s,0,3.44995930634,-0.289082169833,2.3826253299,,,,,09,f,19,r,120.327067089,MaskierungsExperimentExpra,2016_Dez_14_1212,
0.033,4,1.033,0,2,2,2,,,,,,,,,,,,,,,,,,,90,s,s,1,3.37494470185,-0.843778133822,1.84934586983,,,,,09,f,19,r,120.327067089,MaskierungsExperimentExpra,2016_Dez_14_1212,
0.017,2,1.017,0,3,3,3,,,,,,,,,,,,,,,,,,,0,a,a,1,4.94150666962,-1.0,1.48269452677,,,,,09,f,19,r,120.327067089,MaskierungsExperimentExpra,2016_Dez_14_1212,
0.0083,1,1.0083,0,4,4,4,,,,,,,,,,,,,,,,,,,0,a,s,0,9.99125527357,-0.617212176699,1.76595578137,,,,,09,f,19,r,120.327067089,MaskierungsExperimentExpra,2016_Dez_14_1212,
0.133,16,1.133,1,0,5,0,,,,,,,,,,,,,,,,,,,0,a,a,1,4.48321871633,0.674586099031,1.58267999447,,,,,09,f,19,r,120.327067089,MaskierungsExperimentExpra,2016_Dez_14_1212,
0.067,8,1.067,1,1,6,1,,,,,,,,,,,,,,,,,,,90,s,a,0,2.67503680395,-1.0,4.81574833512,,,,,09,f,19,r,120.327067089,MaskierungsExperimentExpra,2016_Dez_14_1212,
0.033,4,1.033,1,2,7,2,,,,,,,,,,,,,,,,,,,90,s,s,1,2.25000569423,-0.0390783550774,0.74945600096,,,,,09,f,19,r,120.327067089,MaskierungsExperimentExpra,2016_Dez_14_1212,
0.017,2,1.017,1,3,8,3,,,,,,,,,,,,,,,,,,,0,a,s,0,4.11654491717,-1.0,0.849425428583,,,,,09,f,19,r,120.327067089,MaskierungsExperimentExpra,2016_Dez_14_1212,
