SOA,nFrames,MaskOnsetTime,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,WarEsEinFehler_Training.thisRepN,WarEsEinFehler_Training.thisTrialN,WarEsEinFehler_Training.thisN,WarEsEinFehler_Training.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WarEsEinFehler.thisRepN,WarEsEinFehler.thisTrialN,WarEsEinFehler.thisN,WarEsEinFehler.thisIndex,key_resp_4.keys,key_resp_4.rt,Orientrierung,expectedAnswer,SenktOderWaag.keys,SenktOderWaag.corr,SenktOderWaag.rt,Rating1,Rating1RT,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,gender,age,handedness,frameRate,expName,date,
,,,,,,,,,,,,,,,,,,,,,,,space,42.767440719,,,,,,,,,,,,18,m,22,l,119.686078165,MaskierungsExperimentExpra,2016_Dez_20_1042,
0.133,16,1.133,0,0,0,0,,,,,,,,,,,,,,,,,,,90,s,s,1,1.94172889155,0.333333333333,1.35750939629,,,,,18,m,22,l,119.686078165,MaskierungsExperimentExpra,2016_Dez_20_1042,
0.067,8,1.067,0,1,1,1,,,,,,,,,,,,,,,,,,,0,a,a,1,2.36672635722,-1.0,0.64941222666,,,,,18,m,22,l,119.686078165,MaskierungsExperimentExpra,2016_Dez_20_1042,
0.033,4,1.033,0,2,2,2,,,,,,,,,,,,,,,,,,,0,a,s,0,2.8250785644,-1.0,1.1326195276,,,,,18,m,22,l,119.686078165,MaskierungsExperimentExpra,2016_Dez_20_1042,
0.017,2,1.017,0,3,3,3,,,,,,,,,,,,,,,,,,,90,s,a,0,2.28340478662,-1.0,0.807721253899,,,,,18,m,22,l,119.686078165,MaskierungsExperimentExpra,2016_Dez_20_1042,
0.0083,1,1.0083,0,4,4,4,,,,,,,,,,,,,,,,,,,0,a,s,0,1.98340106532,0.531731136034,1.23269433862,,,,,18,m,22,l,119.686078165,MaskierungsExperimentExpra,2016_Dez_20_1042,
0.133,16,1.133,1,0,5,0,,,,,,,,,,,,,,,,,,,0,a,a,1,1.51675356122,1.0,0.63279019424,,,,,18,m,22,l,119.686078165,MaskierungsExperimentExpra,2016_Dez_20_1042,
0.067,8,1.067,1,1,6,1,,,,,,,,,,,,,,,,,,,0,a,a,1,2.00006255638,0.460318913558,0.974383964009,,,,,18,m,22,l,119.686078165,MaskierungsExperimentExpra,2016_Dez_20_1042,
0.033,4,1.033,1,2,7,2,,,,,,,,,,,,,,,,,,,0,a,s,0,1.70011305061,-0.640650034333,0.641063355819,,,,,18,m,22,l,119.686078165,MaskierungsExperimentExpra,2016_Dez_20_1042,
0.017,2,1.017,1,3,8,3,,,,,,,,,,,,,,,,,,,90,s,s,1,1.35842624827,-0.945342183566,0.774421048714,,,,,18,m,22,l,119.686078165,MaskierungsExperimentExpra,2016_Dez_20_1042,
