SOA,nFrames,MaskOnsetTime,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,WarEsEinFehler_Training.thisRepN,WarEsEinFehler_Training.thisTrialN,WarEsEinFehler_Training.thisN,WarEsEinFehler_Training.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WarEsEinFehler.thisRepN,WarEsEinFehler.thisTrialN,WarEsEinFehler.thisN,WarEsEinFehler.thisIndex,key_resp_4.keys,key_resp_4.rt,Orientrierung,expectedAnswer,SenktOderWaag.keys,SenktOderWaag.corr,SenktOderWaag.rt,Rating1,Rating1RT,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,participant,gender,age,handedness,frameRate,expName,date,
,,,,,,,,,,,,,,,,,,,,,,,space,14.9991858054,,,,,,,,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.133,16,1.133,0,0,0,0,,,,,,,,,,,,,,,,,,,90,s,a,0,7.31635565482,-1.0,9.08205560712,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.067,8,1.067,0,1,1,1,,,,,,,,,,,,,,,,,,,90,s,s,1,2.08345077347,-1.0,5.69075010161,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.033,4,1.033,0,2,2,2,,,,,,,,,,,,,,,,,,,0,a,s,0,5.5581598946,-1.0,3.99086709797,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.017,2,1.017,0,3,3,3,,,,,,,,,,,,,,,,,,,90,s,s,1,5.30819766899,-1.0,3.87414662752,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.0083,1,1.0083,0,4,4,4,,,,,,,,,,,,,,,,,,,90,s,s,1,4.64985398713,-0.875028610666,4.64916907562,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.133,16,1.133,1,0,5,0,,,,,,,,,,,,,,,,,,,90,s,s,1,5.04148189829,-1.0,7.88229242289,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.067,8,1.067,1,1,6,1,,,,,,,,,,,,,,,,,,,0,a,a,1,2.80835790941,-1.0,3.71588523129,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.033,4,1.033,1,2,7,2,,,,,,,,,,,,,,,,,,,90,s,s,1,2.4748990357,-1.0,3.82431522483,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.017,2,1.017,1,3,8,3,,,,,,,,,,,,,,,,,,,90,s,s,1,2.60000429874,-1.0,3.84090965231,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.0083,1,1.0083,1,4,9,4,,,,,,,,,,,,,,,,,,,0,a,a,1,2.19170047649,-1.0,3.09929260029,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.133,16,1.133,2,0,10,0,,,,,,,,,,,,,,,,,,,0,a,s,0,1.55012990863,-1.0,3.35752958353,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.067,8,1.067,2,1,11,1,,,,,,,,,,,,,,,,,,,0,a,a,1,2.18335033047,-1.0,3.39093754602,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.033,4,1.033,2,2,12,2,,,,,,,,,,,,,,,,,,,90,s,a,0,2.18334455604,-1.0,2.59931746242,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.017,2,1.017,2,3,13,3,,,,,,,,,,,,,,,,,,,0,a,s,0,3.04998250027,-1.0,1.94937300923,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.0083,1,1.0083,2,4,14,4,,,,,,,,,,,,,,,,,,,90,s,a,0,1.51675851752,-1.0,2.74930570504,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
0.133,16,1.133,3,0,15,0,,,,,,,,,,,,,,,,,,,0,a,a,1,4.06655735885,-1.0,2.74930666745,,,,,37,f,22,r,119.683895689,MaskierungsExperimentExpra,2017_Jan_23_1839,
