SOA,nFrames,MaskOnsetTime,trials_training.thisRepN,trials_training.thisTrialN,trials_training.thisN,trials_training.thisIndex,WarEsEinFehler_Training.thisRepN,WarEsEinFehler_Training.thisTrialN,WarEsEinFehler_Training.thisN,WarEsEinFehler_Training.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WarEsEinFehler.thisRepN,WarEsEinFehler.thisTrialN,WarEsEinFehler.thisN,WarEsEinFehler.thisIndex,key_resp_4.keys,key_resp_4.rt,Orientrierung,expectedAnswer,SenktOderWaag.keys,SenktOderWaag.corr,SenktOderWaag.rt,Rating1,Rating1RT,key_resp_3.keys,key_resp_3.rt,participant,gender,age,handedness,frameRate,expName,date,
0.133,16,1.133,3,0,15,0,,,,,,,,,,,,,,,,,,,0,a,a,1,1.96676776219,0.642847333486,3.50756163255,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,3,1,16,1,,,,,,,,,,,,,,,,,,,0,a,s,0,3.02504856948,0.333333333333,1.68267801965,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,3,2,17,2,,,,,,,,,,,,,,,,,,,90,s,s,1,1.30843767965,-0.484397650111,2.19098295128,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,3,3,18,3,,,,,,,,,,,,,,,,,,,0,a,s,0,3.40836408759,-0.421896696422,1.36600117285,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,3,4,19,4,,,,,,,,,,,,,,,,,,,90,s,a,0,6.36655102811,-0.492210269322,1.90759704913,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,4,0,20,0,,,,,,,,,,,,,,,,,,,0,a,a,1,1.17509745976,0.531731136034,1.21608220753,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,4,1,21,1,,,,,,,,,,,,,,,,,,,90,s,a,0,1.45846218895,0.555535210193,7.24064925266,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,4,2,22,2,,,,,,,,,,,,,,,,,,,90,s,s,1,2.33343427914,-1.52590218967e-05,1.69100252022,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,4,3,23,3,,,,,,,,,,,,,,,,,,,90,s,a,0,1.0751412172,1.52590218967e-05,1.60768052191,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,4,4,24,4,,,,,,,,,,,,,,,,,,,0,a,s,0,4.70822158718,-1.52590218967e-05,0.966072904262,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,5,0,25,0,,,,,,,,,,,,,,,,,,,0,a,a,1,1.33348528672,0.285725185016,2.07430681025,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,5,1,26,1,,,,,,,,,,,,,,,,,,,0,a,s,0,2.02511401316,0.619043259327,6.38242015871,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,5,2,27,2,,,,,,,,,,,,,,,,,,,0,a,s,0,1.95844262001,-1.52590218967e-05,1.59101708465,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,5,3,28,3,,,,,,,,,,,,,,,,,,,0,a,a,1,4.37487681189,-0.679713130388,1.65774269341,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,5,4,29,4,,,,,,,,,,,,,,,,,,,0,a,a,1,1.37514756909,-0.671900511177,5.08244011261,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,6,0,30,0,,,,,,,,,,,,,,,,,,,0,a,a,1,1.60840585605,0.706324864576,1.42440452665,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,6,1,31,1,,,,,,,,,,,,,,,,,,,0,a,s,0,2.65006396799,0.492057679103,2.69927216359,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,6,2,32,2,,,,,,,,,,,,,,,,,,,90,s,a,0,1.63340534277,-1.0,3.76592976225,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,6,3,33,3,,,,,,,,,,,,,,,,,,,90,s,s,1,7.24976292705,-1.0,1.49937122736,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,6,4,34,4,,,,,,,,,,,,,,,,,,,0,a,s,0,1.25851281156,-1.0,6.20737210251,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,7,0,35,0,,,,,,,,,,,,,,,,,,,0,a,a,1,6.29149706915,-0.585961699855,3.0659046755,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,7,1,36,1,,,,,,,,,,,,,,,,,,,90,s,a,0,1.01677988851,0.587304493782,7.11575158861,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,7,2,37,2,,,,,,,,,,,,,,,,,,,0,a,s,0,1.18347777994,0.24602121004,6.95733232302,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,7,3,38,3,,,,,,,,,,,,,,,,,,,90,s,a,0,1.87508597503,-0.843778133822,7.50731846436,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,7,4,39,4,,,,,,,,,,,,,,,,,,,0,a,s,0,4.80821696762,-0.593774319066,4.36587638073,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,8,0,40,0,,,,,,,,,,,,,,,,,,,90,s,a,0,2.14172118168,0.746028839551,2.58266371186,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,8,1,41,1,,,,,,,,,,,,,,,,,,,0,a,s,0,1.85011311491,0.857145037003,13.8402346477,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,8,2,42,2,,,,,,,,,,,,,,,,,,,0,a,a,1,5.89979866444,-0.570336461433,1.57441427904,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,8,3,43,3,,,,,,,,,,,,,,,,,,,0,a,s,0,7.3747148067,-0.617212176699,1.61603196988,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,8,4,44,4,,,,,,,,,,,,,,,,,,,0,a,s,0,7.83307048926,-0.492210269322,2.09930693857,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,9,0,45,0,,,,,,,,,,,,,,,,,,,90,s,a,0,2.71682582741,0.825375753414,8.20714625765,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,9,1,46,1,,,,,,,,,,,,,,,,,,,90,s,a,0,2.89171284082,0.730159456779,11.9070157552,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,9,2,47,2,,,,,,,,,,,,,,,,,,,0,a,s,0,2.37502341857,-0.523460746166,1.76603819345,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,9,3,48,3,,,,,,,,,,,,,,,,,,,0,a,s,0,1.83345737691,-0.593774319066,4.15750177083,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,9,4,49,4,,,,,,,,,,,,,,,,,,,0,a,s,0,4.16659202665,-1.0,3.54925567435,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,10,0,50,0,,,,,,,,,,,,,,,,,,,90,s,a,0,5.57488136729,0.69839017319,1.94930713105,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,10,1,51,1,,,,,,,,,,,,,,,,,,,0,a,s,0,4.12493551872,1.0,2.68263952336,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,10,2,52,2,,,,,,,,,,,,,,,,,,,90,s,s,1,2.29172708445,-0.734401464866,4.70748502495,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,10,3,53,3,,,,,,,,,,,,,,,,,,,0,a,a,1,6.0664872526,1.52590218967e-05,5.59077231245,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,10,4,54,4,,,,,,,,,,,,,,,,,,,90,s,s,1,3.02499499548,-1.0,1.23281429649,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,11,0,55,0,,,,,,,,,,,,,,,,,,,0,a,a,1,3.06665278662,0.587304493782,10.2988142503,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,11,1,56,1,,,,,,,,,,,,,,,,,,,0,a,a,1,1.691812867,0.880949111162,5.55740277122,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,11,2,57,2,,,,,,,,,,,,,,,,,,,90,s,s,1,7.97471339517,-0.585961699855,7.0656602241,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,11,3,58,3,,,,,,,,,,,,,,,,,,,0,a,a,1,1.17513114401,-1.0,2.96593720486,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,11,4,59,4,,,,,,,,,,,,,,,,,,,0,a,a,1,2.41668570094,-1.0,1.5827227395,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.48340104402,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,0,0,0,4,,,,,,,0,a,s,0,4.97493924003,-1.0,6.05720419455,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,0,a,a,1,3.6999920441,0.730159456779,7.53228587084,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,0,a,s,0,1.66673606691,0.468253604944,1.48273698312,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,90,s,a,0,1.3417700078,-1.0,2.91592924896,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,0,4,4,0,,,,,,,90,s,s,1,1.50014628588,0.531731136034,1.64932387693,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,1,0,5,4,,,,,,,0,a,a,1,1.2918159467,-1.0,2.97426202624,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,1,1,6,1,,,,,,,90,s,a,0,1.36682050209,0.428580148013,2.9492464994,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,1,2,7,0,,,,,,,0,a,a,1,1.37493551872,0.642847333486,1.10789321388,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,1,3,8,4,,,,,,,90,s,a,0,1.08350453486,-1.0,4.59914685819,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,1,4,9,4,,,,,,,0,a,a,1,3.68336646152,-1.0,3.93249804952,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,2,0,10,4,,,,,,,0,a,s,0,2.43347104309,-1.0,2.92419857153,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,2,1,11,4,,,,,,,0,a,a,1,4.89994462951,-1.0,1.64098494025,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,2,2,12,2,,,,,,,90,s,a,0,3.72500821254,-0.3359578851,2.48258652681,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,2,3,13,0,,,,,,,0,a,a,1,1.57512421468,0.309529259174,2.73261636143,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,2,4,14,3,,,,,,,0,a,a,1,7.09145947111,-1.0,2.18264112738,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,3,0,15,0,,,,,,,0,a,a,1,1.13346437041,0.285725185016,6.29074222118,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,3,1,16,4,,,,,,,90,s,s,1,1.55013531444,-1.0,2.29097833172,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,3,2,17,1,,,,,,,0,a,a,1,1.5084223453,0.428580148013,7.92399935326,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,3,3,18,3,,,,,,,0,a,s,0,1.85014070392,-0.531273365377,2.13263381308,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,3,4,19,0,,,,,,,0,a,a,1,5.49988996479,0.34126802472,1.61599700242,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,4,0,20,1,,,,,,,90,s,a,0,3.66661865325,0.515861753262,5.37411330226,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,4,1,21,0,,,,,,,90,s,s,1,2.60841130969,0.373006790265,1.59933035714,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,4,2,22,4,,,,,,,0,a,a,1,1.21682967704,-1.0,1.49934748799,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,4,3,23,3,,,,,,,0,a,a,1,5.43319771948,-1.0,2.56598487609,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,4,4,24,3,,,,,,,0,a,a,1,6.87478538322,-1.0,1.22435698374,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,5,0,25,1,,,,,,,0,a,a,1,1.60842253778,0.309529259174,1.09109696444,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,5,1,26,2,,,,,,,90,s,a,0,3.20003599403,0.18254367895,1.36599571921,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,5,2,27,2,,,,,,,0,a,s,0,1.1335586863,-1.0,1.34105782655,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,5,3,28,2,,,,,,,90,s,s,1,1.79174055814,-0.570336461433,2.19100989868,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,5,4,29,2,,,,,,,0,a,a,1,3.30002624163,-1.0,0.7994112635,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,6,0,30,3,,,,,,,90,s,a,0,1.55002944966,-1.0,9.69891863939,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,6,1,31,4,,,,,,,90,s,s,1,2.09171675461,-1.0,4.29089781033,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,6,2,32,1,,,,,,,90,s,a,0,2.1001105485,0.396810864424,1.50769957757,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,6,3,33,3,,,,,,,90,s,s,1,4.50827798423,-0.640650034333,1.27429019269,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,6,4,34,0,,,,,,,90,s,s,1,2.62506063165,0.499992370489,1.38268546226,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,7,0,35,1,,,,,,,0,a,a,1,1.0835234622,0.865079728389,1.13266749733,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,7,1,36,2,,,,,,,0,a,s,0,3.89159895598,0.603173876555,1.56605160299,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,7,2,37,2,,,,,,,0,a,a,1,3.92492166006,0.531731136034,1.69108143761,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,7,3,38,4,,,,,,,90,s,a,0,1.70845160247,-0.992217898833,1.19936455467,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,7,4,39,2,,,,,,,0,a,a,1,1.40016277512,-1.0,1.71599976132,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,8,0,40,2,,,,,,,0,a,a,1,3.35838307909,-1.0,2.39092559182,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,8,1,41,4,,,,,,,90,s,a,0,5.50822569345,-1.0,1.8909502936,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,8,2,42,3,,,,,,,90,s,s,1,6.45819688539,-1.0,2.23258748922,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,8,3,43,1,,,,,,,0,a,a,1,10.241268722,-1.52590218967e-05,1.29935512309,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,8,4,44,1,,,,,,,90,s,a,0,1.40849272934,0.69839017319,1.15769200663,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,9,0,45,2,,,,,,,90,s,s,1,1.80009874297,-1.0,1.08274134604,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,9,1,46,3,,,,,,,90,s,a,0,1.55014942974,-1.0,3.09923251242,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,9,2,47,1,,,,,,,0,a,a,1,15.2492772323,-1.0,1.74932054059,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.0083,1,1.0083,,,,,,,,,0,0,0,0,9,3,48,4,,,,,,,90,s,s,1,4.46655699503,-1.0,1.34939997126,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,9,4,49,3,,,,,,,90,s,a,0,3.20002829477,-1.0,0.974364041392,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,10,0,50,1,,,,,,,0,a,s,0,7.2747399576,0.420614938582,2.75765306122,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.033,4,1.033,,,,,,,,,0,0,0,0,10,1,51,2,,,,,,,0,a,a,1,2.10003804716,0.563469901579,1.22442467304,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,10,2,52,0,,,,,,,90,s,a,0,3.4499506606,0.666651407645,1.06610325217,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,10,3,53,0,,,,,,,90,s,a,0,2.87499262155,0.682520790417,0.824447000883,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,10,4,54,0,,,,,,,90,s,a,0,1.78338654375,0.547600518807,1.53272665329,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.133,16,1.133,,,,,,,,,0,0,0,0,11,0,55,0,,,,,,,0,a,a,1,4.11658022112,0.563469901579,1.79104537942,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.017,2,1.017,,,,,,,,,0,0,0,0,11,1,56,3,,,,,,,90,s,a,0,1.55009296852,-1.0,3.03262367573,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
0.067,8,1.067,,,,,,,,,0,0,0,0,11,2,57,1,,,,,,,0,a,a,1,4.73325187092,0.555535210193,2.94091654519,,,03,m,23,r,120.347624655,MaskierungsExperimentExpra,2016_Dez_12_1729,
